id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids,is_mature,_custom_ended_at
46329399964,264360234,oreilyne,Oreilyne,509658,Just Chatting,live,+18 | Discutions et vous #Feat vous,3,2022-11-22T04:24:28Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_oreilyne-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'd47ba636-e313-4887-ad18-237ef81a5161', 'cc8d5abb-39c9-4942-a1ee-e1558512119e', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'adc4a830-07f5-457b-95e5-5ab6cc1f9af3', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d']",True,2022-11-22T08:53:48Z
46329664588,641868122,mechanrenard,MechanRenard,519108,Hood: Outlaws & Legends,live,Simple test du jeu tkt,1,2022-11-22T09:52:01Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_mechanrenard-{width}x{height}.jpg,"['52d7e4cc-633d-46f5-818c-bb59102d9549', '621fb5bf-5498-4d8f-b4ac-db4d40d401bf', 'ba2c968b-867a-49ce-aebc-3d978a204f4a', '6f655045-9989-4ef7-8f85-1edcec42d648']",False,2022-11-22T10:25:39Z
46329635516,835546262,kaguyarp,kaguyaRP,490100,Lost Ark,live,FR PC suite de lost ark TRIXION fusilière o/,1,2022-11-22T09:28:57Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_kaguyarp-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d']",True,2022-11-22T11:43:40Z
46329767276,763422909,kupyon,Kupyon,512980,Fall Guys,live,Venez jouer à Fall Guys on va faire du top 1 !,1,2022-11-22T11:03:31Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_kupyon-{width}x{height}.jpg,"['52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '6f655045-9989-4ef7-8f85-1edcec42d648']",False,2022-11-22T12:25:44Z
46329860684,216683171,luminosytv,LuminosYTV,512818,Call of Duty: Mobile,live,Luminoob en ranked,1,2022-11-22T12:03:19Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_luminosytv-{width}x{height}.jpg,"['81e9d348-82e5-4c4f-a140-d2b3779b912d', '26301bb2-91a3-4272-8a9b-5bcea6db0fcd', 'ff56eeeb-99ed-4a60-93fc-0b3f05d8661e', '1eba3cfe-51cc-460a-8259-bc8bb987f904', '52d7e4cc-633d-46f5-818c-bb59102d9549', '6f655045-9989-4ef7-8f85-1edcec42d648']",False,2022-11-22T12:56:23Z
46329730428,72137658,nibelya,Nibelya,18122,World of Warcraft,live,[FR/QC] Retour sur WoW et découverte du Dracthyr !,7,2022-11-22T10:38:03Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_nibelya-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '81e9d348-82e5-4c4f-a140-d2b3779b912d', '7acaeacc-42dc-41d4-b461-87468f1ad551']",False,2022-11-22T13:15:21Z
46330104092,403074582,raybantv,raybantv,516575,VALORANT,live,only marshall-sheriff-shorty ?! // !discord,1,2022-11-22T14:00:05Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_raybantv-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', 'cc8d5abb-39c9-4942-a1ee-e1558512119e', '52d7e4cc-633d-46f5-818c-bb59102d9549']",True,2022-11-22T14:14:26Z
46329802556,473794048,muunchama,muunchama,21779,League of Legends,live,training intensif en adc !card !discord,26,2022-11-22T11:26:29Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_muunchama-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '64d9afa6-139a-48d5-ab4e-51d0a92b22de', '26301bb2-91a3-4272-8a9b-5bcea6db0fcd', '52d7e4cc-633d-46f5-818c-bb59102d9549']",False,2022-11-22T14:35:45Z
40101698552,785529964,lapandarousse_,lapandarousse_,512980,Fall Guys,live,👑+2900👑Decouverte de la nouvelle saison 👑!discord👑,5,2022-11-22T12:28:50Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_lapandarousse_-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'dffe48c0-951f-4bc3-a4a6-77a556988b70', 'fd8f5e68-42d3-4544-a273-5fc92dabc568']",False,2022-11-22T16:21:08Z
46330306620,216683171,luminosytv,LuminosYTV,512818,Call of Duty: Mobile,live,Luminoob en ranked,1,2022-11-22T15:15:11Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_luminosytv-{width}x{height}.jpg,"['81e9d348-82e5-4c4f-a140-d2b3779b912d', '26301bb2-91a3-4272-8a9b-5bcea6db0fcd', 'ff56eeeb-99ed-4a60-93fc-0b3f05d8661e', '1eba3cfe-51cc-460a-8259-bc8bb987f904', '52d7e4cc-633d-46f5-818c-bb59102d9549', '6f655045-9989-4ef7-8f85-1edcec42d648']",False,2022-11-22T16:22:22Z
